13746532;49570482;946406257;
13746532;946406257;946406085;
13746532;946406085;127384724;
13746532;127384724;1788443829;
13746532;1788443829;946406221;
13746532;946406221;946406258;
13746532;946406258;127384730;
13746532;127384730;946406241;
23058247;49570489;1272052118;
23058247;1272052118;1272051190;
23058247;1272051190;1272052909;
23058247;1272052909;1272051899;
23058247;1272051899;1272050903;
23058247;1272050903;1272052753;
23058247;1272052753;1272051620;
23058247;1272051620;1272050570;
23058247;1272050570;1272050255;
23058253;1320247518;1320247344;
23058253;1320247344;1320247113;
23058253;1320247113;1320247730;
23058253;1320247730;1320247441;
23058253;1320247441;1320247227;
23058253;1320247227;1320246946;
23058253;1320246946;1320247680;
23058253;1320247680;1320247368;
23058253;1320247368;1320247152;
23058253;1320247152;1320247745;
23058253;1320247745;1320247600;
23058253;1320247600;1320247260;
23058253;1320247260;1320247011;
23058253;1320247011;1320247696;
23058253;1320247696;1320247377;
23058253;1320247377;1320247220;
23058253;1320247220;1320246941;
23058253;1320246941;1320247673;
23058253;1320247673;1320247365;
23058253;1320247365;1320247144;
23058286;49570447;946406070;
23058286;946406070;946406213;
23058286;946406213;946406178;
23058286;946406178;946406366;
23058286;946406366;248809256;
23058268;127384747;946407393;
23058268;946407393;248809283;
23058268;248809283;946407398;
23058268;946407398;248809286;
23058268;248809286;946406343;
23058268;946406343;946406193;
23058268;946406193;946407405;
23058268;946407405;946406111;
23058268;946406111;248809285;
23058249;127384741;248809269;
23058249;248809269;248809277;
23058249;248809277;248809270;
23058249;248809270;248809280;
23058249;248809280;946406364;
23058249;946406364;946406212;
23058249;946406212;946406069;
23058249;946406069;946406385;
23058249;946406385;248809280;
23058255;49570469;946406134;
23058255;946406134;248809262;
23058255;248809262;946406235;
23058255;946406235;49570467;
23058255;49570467;49570466;
23058255;49570466;946406088;
23058255;946406088;248809260;
23058255;248809260;1788443819;
23058255;1788443819;671615529;
23058255;671615529;248809261;
23058255;248809261;946406311;
23058255;946406311;49570470;
23058255;49570470;49570469;
23058267;248809286;248809297;
23058267;248809297;248809298;
23058267;248809298;248809295;
23058250;248809262;1788443821;
23058250;1788443821;248809271;
23058250;248809271;248809272;
23058250;248809272;946406204;
23058250;946406204;946406356;
23058250;946406356;1788443832;
23058250;1788443832;671603878;
23058250;671603878;248809273;
23058250;248809273;127384741;
23058264;248809287;248809290;
23058264;248809290;948511599;
53026765;127384730;671615552;
53026765;671615552;946406065;
53026764;671615536;671615546;
53026178;248809284;2159988159;
53026185;671603884;946406075;
53026185;946406075;3293329304;
53026185;3293329304;671603888;
53026185;671603888;2961305107;
53026185;2961305107;3293329330;
53026185;3293329330;946406217;
53026185;946406217;3293329317;
53026185;3293329317;3293329309;
53026185;3293329309;3293329312;
53026185;3293329312;671603890;
53026185;671603890;3293329303;
53026185;3293329303;946406372;
53026185;946406372;3293329320;
53026185;3293329320;946406186;
53026185;946406186;671603891;
53026185;671603891;671603892;
53026185;671603892;3293329329;
53026185;3293329329;3293329297;
53026185;3293329297;1320247455;
53026185;1320247455;1320247615;
53026185;1320247615;1320247129;
53026185;1320247129;1320247361;
53026185;1320247361;1320247477;
53026185;1320247477;671603893;
53063094;671603869;946406097;
53063094;946406097;946406270;
53063094;946406270;946406358;
53063094;946406358;946406241;
53026177;671603869;946406116;
53026177;946406116;248809299;
81233195;946406113;2394086510;
81233195;2394086510;946406341;
81233195;946406341;2394086503;
81233195;2394086503;946406319;
81233205;946406080;946406223;
81233205;946406223;946406296;
81233205;946406296;946406118;
81233205;946406118;946406263;
81233205;946406263;946406087;
81233206;946406350;946406164;
81233206;946406164;946406234;
81233206;946406234;946406321;
81233206;946406321;946406337;
81233206;946406337;946406308;
81233153;49570472;946406286;
81233153;946406286;946406107;
81233153;946406107;946406254;
81233153;946406254;946406084;
81233153;946406084;946406226;
81233153;946406226;946406381;
81233154;946406307;946406234;
81233160;946406248;946406172;
81233160;946406172;946406317;
81233160;946406317;946406142;
81233160;946406142;946406284;
81233160;946406284;946406207;
81233160;946406207;946406258;
81233166;946406178;946406271;
81233178;946406280;2159988228;
81233178;2159988228;946406103;
81233178;946406103;2159988171;
81233178;2159988171;946406253;
81233178;946406253;946406329;
81233191;946406337;946406155;
