49570452;54.26485;-0.9225839;-0.01610213;0.9471003
49570451;54.2646;-0.9218972;-0.01609014;0.9470959
49570450;54.26447;-0.9213823;-0.01608115;0.9470937
49570447;54.2644;-0.920925;-0.01607317;0.9470924
127384760;54.27409;-0.938381;-0.01637784;0.9472616
127384771;54.27836;-0.9462325;-0.01651487;0.9473361
127384775;54.2844;-0.9516453;-0.01660934;0.9474416
127384744;54.27073;-0.9328059;-0.01628053;0.947203
127384747;54.27122;-0.9331331;-0.01628624;0.9472114
248809270;54.26997;-0.9307749;-0.01624509;0.9471897
248809275;54.27053;-0.9316446;-0.01626027;0.9471995
248809294;54.27568;-0.9288551;-0.01621158;0.9472894
248809289;54.27041;-0.9321131;-0.01626844;0.9471973
248809292;54.27464;-0.9294001;-0.01622109;0.9472712
248809271;54.26767;-0.9306854;-0.01624352;0.9471495
248809284;54.27036;-0.9323416;-0.01627243;0.9471964
248809290;54.27072;-0.9311746;-0.01625206;0.9472028
248809287;54.27093;-0.9311628;-0.01625186;0.9472064
248809273;54.26924;-0.9307846;-0.01624526;0.9471769
49570498;54.25658;-0.9593101;-0.01674312;0.9469559
49570497;54.25719;-0.9579118;-0.01671872;0.9469667
49570496;54.25792;-0.9562209;-0.0166892;0.9469794
49570494;54.26003;-0.9515947;-0.01660846;0.9470162
671603868;54.27019;-0.9321336;-0.0162688;0.9471934
671603892;54.27245;-0.9193957;-0.01604648;0.947233
671615546;54.26276;-0.9338351;-0.0162985;0.9470637
49570456;54.26571;-0.9247293;-0.01613957;0.9471153
49570455;54.26548;-0.9239826;-0.01612654;0.9471114
946406062;54.26881;-0.928221;-0.01620051;0.9471694
946406063;54.27344;-0.9404827;-0.01641452;0.9472502
946406067;54.26567;-0.9323115;-0.0162719;0.9471146
946406069;54.27011;-0.9301771;-0.01623465;0.9471921
946406072;54.26736;-0.9321221;-0.0162686;0.9471442
946406074;54.26781;-0.9371519;-0.01635639;0.947152
946406076;54.27415;-0.9389313;-0.01638744;0.9472626
946406077;54.27205;-0.9406788;-0.01641794;0.9472259
946406078;54.27153;-0.9404477;-0.01641391;0.947217
946406081;54.2677;-0.9341669;-0.01630429;0.9471501
946406083;54.2663;-0.9339292;-0.01630014;0.9471256
946406087;54.26778;-0.9288154;-0.01621089;0.9471514
946406089;54.27353;-0.9408504;-0.01642094;0.9472519
946406090;54.27058;-0.9386248;-0.01638209;0.9472002
946406091;54.26532;-0.9318894;-0.01626454;0.9471084
946406093;54.26542;-0.9231999;-0.01611288;0.9471102
946406096;54.27219;-0.9358838;-0.01633425;0.9472285
946406097;54.26906;-0.9355932;-0.01632918;0.9471738
946406098;54.26074;-0.9216179;-0.01608527;0.9470285
946406099;54.26868;-0.9362555;-0.01634074;0.9471671
946406101;54.27373;-0.9397598;-0.0164019;0.9472553
946406102;54.2628;-0.9192454;-0.01604386;0.9470645
946406104;54.26195;-0.9336338;-0.01629498;0.9470497
946406105;54.27472;-0.9377133;-0.01636619;0.9472725
946406108;54.26603;-0.9343043;-0.01630669;0.9471209
946406110;54.25632;-0.9331257;-0.01628612;0.9469514
946406115;54.26809;-0.9342409;-0.01630558;0.9471568
946406116;54.26929;-0.9350555;-0.0163198;0.9471779
946406117;54.27328;-0.9392923;-0.01639374;0.9472474
946406118;54.26738;-0.9286338;-0.01620772;0.9471445
946406119;54.26768;-0.9346478;-0.01631268;0.9471497
946406120;54.27492;-0.9401403;-0.01640854;0.9472761
946406121;54.27024;-0.9386578;-0.01638267;0.9471943
946406122;54.27123;-0.9332947;-0.01628907;0.9472116
946406123;54.26581;-0.9342515;-0.01630577;0.947117
946406127;54.269;-0.9360951;-0.01633794;0.9471728
946406086;54.26565;-0.9245442;-0.01613634;0.9471143
946406128;54.26598;-0.9243144;-0.01613233;0.94712
946406130;54.26753;-0.9335804;-0.01629405;0.9471471
946406131;54.27251;-0.9361216;-0.0163384;0.9472341
