1509040534;40.65151;-7.954402;-0.1388305;0.7095028
1590986707;40.65184;-7.954546;-0.138833;0.7095085
2308212934;40.65121;-7.952871;-0.1388038;0.7094975
2858506098;40.65295;-7.953237;-0.1388102;0.7095278
2858517927;40.6507;-7.949485;-0.1387447;0.7094886
2858517928;40.65073;-7.950651;-0.138765;0.7094891
2858517929;40.65075;-7.94965;-0.1387476;0.7094893
2858517930;40.65075;-7.950211;-0.1387573;0.7094893
2858517931;40.65075;-7.950871;-0.1387689;0.7094893
2858517932;40.65076;-7.949797;-0.1387501;0.7094895
2858517933;40.65081;-7.951226;-0.1387751;0.7094905
2858517935;40.65098;-7.952009;-0.1387887;0.7094934
2858517936;40.65098;-7.952353;-0.1387947;0.7094934
2858517937;40.65101;-7.952486;-0.1387971;0.7094939
2858517938;40.65106;-7.952628;-0.1387995;0.7094949
2858517940;40.65147;-7.953032;-0.1388066;0.7095019
2858517941;40.6516;-7.953078;-0.1388074;0.7095042
2858517942;40.65202;-7.953199;-0.1388095;0.7095116
2858517943;40.65235;-7.953121;-0.1388081;0.7095173
2858517944;40.65289;-7.953183;-0.1388092;0.7095268
2858517945;40.65303;-7.953488;-0.1388146;0.7095293
2858517946;40.65311;-7.953645;-0.1388173;0.7095307
2858517947;40.65351;-7.954165;-0.1388264;0.7095376
2858517948;40.65357;-7.954289;-0.1388285;0.7095386
2858517949;40.65365;-7.954605;-0.138834;0.7095401
2858517950;40.65408;-7.954975;-0.1388405;0.7095476
2858517951;40.65415;-7.955082;-0.1388424;0.7095487
2858517952;40.65417;-7.955188;-0.1388442;0.7095492
2858517934;40.65095;-7.951808;-0.1387852;0.7094929
2858523126;40.65107;-7.955663;-0.1388525;0.7094951
2858523127;40.65108;-7.955584;-0.1388511;0.7094952
2858523128;40.65109;-7.955722;-0.1388535;0.7094954
2858523129;40.65113;-7.955767;-0.1388543;0.7094961
2858523130;40.65122;-7.955339;-0.1388469;0.7094977
2858523131;40.65128;-7.955216;-0.1388447;0.7094986
2858523132;40.65144;-7.955891;-0.1388565;0.7095014
2858523133;40.65151;-7.955875;-0.1388562;0.7095026
2858523134;40.6516;-7.954076;-0.1388248;0.7095042
2858523135;40.65161;-7.954004;-0.1388236;0.7095044
2858523136;40.65186;-7.953911;-0.1388219;0.7095088
2858523137;40.65209;-7.955202;-0.1388445;0.7095128
2858523138;40.65211;-7.955153;-0.1388436;0.7095132
2858523139;40.65218;-7.955523;-0.1388501;0.7095144
2858523140;40.65219;-7.955628;-0.1388519;0.7095147
2858523142;40.65241;-7.954891;-0.138839;0.7095184
2858523143;40.65248;-7.954886;-0.138839;0.7095196
2858523144;40.65259;-7.954909;-0.1388393;0.7095215
2858523145;40.65268;-7.954832;-0.138838;0.709523
2858517953;40.65418;-7.955314;-0.1388464;0.7095492
2930668608;40.65342;-7.955083;-0.1388424;0.7095361
2930684426;40.65041;-7.953594;-0.1388164;0.7094834
2930684427;40.65002;-7.953301;-0.1388113;0.7094767
2939856678;40.65224;-7.953765;-0.1388194;0.7095155
2939856679;40.65221;-7.953673;-0.1388178;0.709515
2939856680;40.65218;-7.953577;-0.1388161;0.7095144
2939856681;40.65215;-7.953518;-0.1388151;0.7095138
2939856682;40.65212;-7.953401;-0.138813;0.7095134
2939856683;40.6521;-7.953274;-0.1388108;0.709513
2939856684;40.65205;-7.953881;-0.1388214;0.7095122
2939856685;40.65219;-7.953851;-0.1388209;0.7095147
2939856686;40.65223;-7.953848;-0.1388208;0.7095153
2858523141;40.65225;-7.953816;-0.1388203;0.7095156
2944557186;40.65063;-7.953761;-0.1388193;0.7094874
2944559059;40.65077;-7.953861;-0.1388211;0.7094898
2944559060;40.6507;-7.953808;-0.1388201;0.7094886
